tweet_id,sentiment,author,content
1695374726,sadness,Elise_Smith,Eating a bagel  yummy
1695374755,neutral,KMorland,@iloven3wyork Thanks
1695374810,happiness,jerrenn,i'm glad we did a good job
1695374821,worry,spahkleprincess,"@garlicdog  I think your friend is thinking of Jonathan, not Danny"
1695374865,relief,Morganiley,Came home early from school to catch up on my lack of sleep. Thanks @thebamboozle
1695374891,love,ChaChaLove,So I'm REALLY considering it at the moment  Same days but even more money. Harder work though but can't imagine harder than I do now.
1695374960,fun,nickopotamus,Clambering about in crashed cars. Hilarious fun
1695374988,happiness,MarkDalton,@DonMcAllister  Now I need to find the Keynote one! At least I know where to go! #ScreenCastsOnline
1695375011,happiness,robertholiday,@SoulSistaNindy what did someone do? and good morning
1695375029,neutral,prismkitty,&amp; more #&lt;3criminy cuteness! http://tinyurl.com/cd8yab #sinfest
1695375082,neutral,Stagehouse,"@Decordiva Yep, getting some material together for my 1st USA pitch to realtors. Haven't quite worked out the angle yet, but it'll come"
1695375102,neutral,thegolddisc,n case you missed the show yesterday - here's a chance to listen again on the BBC iPlayer  enjoy  http://tiny.cc/oIkbK
1695375122,worry,crystalpedro,@ambernclark babe i'm just fuckin around!  just bored!  no need to worry
1695375124,happiness,RedChile,27 Followers  23 More....for Twitter Party!!!!!
1695375151,neutral,earljon,"@bernadeth oic, where in Cavite? no sorry im not from America ... if you can see my profile, there's no word like America there"
1695375231,fun,callumtabada,radianborge is learning the ways of being the padre de pamilya   go go go borgie!
1695375247,neutral,sapphirelazuli,@tyranasaurusbex Sexy  What time you coming up town? Meeting me at 5ish?
1695375293,worry,ReesForCongress,@talkmaster You realize you just did @inkspotworkshop a solid. Better than a full-page in the AJC.
1695375304,neutral,JessicaLaRae,"I'm at work, hoping to enjoy the day!!  Fingers are crossed!!"
1695375329,worry,Amit_Sheth,Listening to my favourite song... ALLAH KE BANDE HASDE
1695375369,neutral,artbylaurajean,@jpoglesby Hope you feel better soon and check out my cool backround on my profile
1695375447,love,KevyKevv,Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though
1695375507,sadness,starpit,@juenese i totally felt bad for the guy. haha im good  i miss you guys!
1695375550,happiness,herevilroyalty,"@butterflydi i'll be back on it later today, got plenty of gold, but willing to help you out, if you need anything at all"
1695375554,love,DaveLair,@followmethisfar thanks for the follow! The love of your life is adorable
1695375573,happiness,tobytrp,Getting ready to to to school
1695375604,sadness,Rawkgrrl,Wish I was in London to personally witness the Nun Run! What a great idea for the opening of Sister Act's new broadway show
1695375636,neutral,ursocrazy,true lol no problem about the unfollowing..not mad
1695375667,neutral,SouthendGem,"@dougiemcfly so which one are you The Good, The Bad or The Ugly"
1695375688,enthusiasm,KristinNorena,coffee time
1695375695,love,Ioan_Said,@amorphia delegate  I am now eating pate on toast a my wife is editing yesterday's engagement shoot ;)
1695375699,happiness,JacobGoesGreen,School... haha well I hope Today is fun. I will post my regular updates during the day. Follow Me and Stay Updated!
1695375750,sadness,JennieBinSC,Checked the bank acct this mornin..got a lil sad..then decided I would imagine a 0 on the end just to make me smile.  #whateverworks
1695375769,happiness,crazybb666,Hey @robluketic &quot;keep clear&quot;   (robluketic live &gt; http://ustre.am/2w5v)
1695375793,sadness,linnetwoods,@jerzegurl Hiya! Missed you too! What have you been up to?
1695375818,love,jaegard,"sunny day, sunny outlook"
1695375836,happiness,Cristina_RN,Looks like the sun is making a comeback in the midwest!!!! Happy Monday to me
1695375981,neutral,imsoolynn,Biology final today. Then home to prepare for psychology.
1695375991,surprise,thxlt,yeah fffff.at lab coming up with super duper iphone real scratching app  http://fffff.at/spinning-vinyl-ipod-app
1695376050,relief,sammythewizzy,@medscholar08 try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!
1695376109,worry,pianolight,@WorkingDaze_Roy i tell them it's facebook minus everything but the status updates.
1695376124,happiness,catsparks,@RX2904 Nice! You should submit that to failblog.org
1695376163,enthusiasm,hiabowman,"@SarahWV hehe indeed it is, I actually nearly changed my bio to just 'Don't Panic' but I wanted to keep in the #freehugs"
1695376165,happiness,MiDesfileNegro,@Vacant_Stained http://twitpic.com/4jhe5 - I LOVE it!  that is just so awesome
1695376175,neutral,chathuraw,Woke up after about 6 hours of sleep. Feeling better now
1695376216,boredom,Tatianausa,counting the minutes until I can go home
1695376225,empty,MelissAcevedo,up.....i nEEd coFFee. b0ut2get ready2start this new day in my lie
1695376275,hate,jessicah445,up and listening to The Monsters.
1695376339,happiness,victoriadespo,@dougiemcfly   god peppermint mochas frappachinos are amazing...  and addicting
1695376360,neutral,bodywisdominc,"@dlayphoto Yes, Koi for a few years now and they have had babies as well.  Biggest ones almost 2 ft long now and they all have names .."
1695376363,sadness,shelby_collins,.. i am going to fail my art final. FML. this was by far the worst semester of my life school wise- otherwise it was the best
1695376371,surprise,mrseb,@jabula Thanks  Give it 5 stars!!11
1695376396,happiness,horscraze7x3,this is my second to last biology and the first time that i have ever been on time. Haha.
1695376423,worry,weecoco,Oh joy I've to open the changing rooms tomorow  well maybe it will let me catch up on my Reading at least
1695376440,love,Petalice,@JoLoPe I liked it.  Did you record it yourself?  If so you have a very soothing voice.
1695376461,happiness,HailDestroyer_,"@Madinafire Buying my copy today, so excited! Need to learn it for friday  Good luck in sheffield"
1695376526,neutral,emskiy4,@taylorswift13 hi I'm goin to see you on wednesay at shepards bush
1695376541,love,ThaiSpi,Hell yeah Kellynn got a Twitter. Finally.
1695376610,love,emilylorna,@dougiemcfly have fun walking home on your own  xo
1695376646,worry,NicolePRexec,Working on a PR plan. Then it is on to awards.
1695376673,neutral,Clarkey4boro,"Currently uploading wordpress, this'll give the new site a bit more fluidity than blogger does"
1695376708,neutral,luus,My goodbey pressents  http://mobypicture.com/?uqi0h2
1695376717,neutral,happyseaurchin,@thinksmith we need to talk  you are one step ahead... i know another two people who are also one step ahead
1695376742,relief,allozon,I am so excited Rob Thomas is back!
1695376811,empty,AnyKeyGraphics,"Law of Attraction - Some assembly (action) required  If u have asked 2 enter medical school, u still need 2 fill out the application"
1695376835,neutral,geminimag,TalkingWithTami morning Ms. Tammie!  Your fam looked adorable in Family Circle   I bought it &amp; was like &quot;see honey?  I talked to her&quot;  LOL
1695376838,surprise,RealWorldCara,@J_Schools haha funny cause i blame @shiatheninja and @cocotheninja for me not going to bed  its a vicious circle
1695376870,worry,darlingnikki08,@terrymyers My son would freak for the Falcon
1695376948,happiness,TriniGirlBlue,"@catatonickid @YogaChicky  @shiv379 Shiv, his place, slowly I hope"
1695377082,neutral,PriyaQ,@crazytwism  hubz company was organising ...i had to be there!
1695377088,fun,zoneviii,@jetpacks YAY! I can't wait to read it.
1695377303,neutral,geekymunkee,@coollike http://twitpic.com/4jg09 - looks exactly like I do when I get that GH guitar in my hand
1695377329,love,XxJess24xX,@xx_Megan_xx oh dear lmao that a key ingredient :p cakes in the oven and now I'm cooking my lunch paprika and chilli chicken YUM haha
1695377369,relief,SedzOz,@cakelulu He doesn't need the shirt for that Jane...we just had to suffer another two old eps tonight
1695377370,happiness,e_whitten,"@rozarin whaa?  you really should.  2 and 3 are definitely optional, though.  I liked them, but I'm also crazy."
1695377383,fun,ciarajdelehanty,"is exhausted, Bamboozle was amazing"
1695377507,happiness,James_Hatheway,Liking the Windows 7 Release Candidate so far... (also liking my new video card and terabyte harddisk  )
1695407648,love,whconn,@cuddle_bug68 Bill is super!! Thanks you!!
1695407682,happiness,Allypattern,"@goofygeorge You are totally welcome to come hang out on my wiki  Do it, do it!"
1695407684,sadness,mickejansson,Hell of a lot to do. But they say you shouldn't complain theese days. Who are &quot;they&quot; and can &quot;they&quot; help me in that case
1695407730,love,snowleopardess,@Sheamus Many thanks!
1695407739,neutral,Fallen_Angel69,"Got up late,yet still managed to do housework in same time. Not bad going. Better go and finish off"
1695407857,worry,aa_eve_aa,"@red_sunflower yeah, somehow it was one  i'm hoping for someone to have taped it *iz coward herself*"
1695407944,neutral,IE18,@Krownz We keep very different hours.
1695407998,relief,RODSMACK_10k,@worshiper_7 Wow that's a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding
1695408004,happiness,Heamamabama,@peacePEACEout I totally did go! and he was AMAZING. He's is the reason I bought the tix. He only did 3 songs. But Blood Bank was 1.
1695408032,boredom,StevePamon,Stuck on NJ Transit for the past twenty minutes. Great way to start the week
1695408081,neutral,hersheykiss01,Good Morning
1695408084,sadness,hyperjetrod,@LesNoyse when will she b finished
1695408107,happiness,lulu808,Beautiful monday morning  so happy  http://myloc.me/tCt
1695408121,happiness,TJxxx,Happy Star Wars day everyone
1695408144,love,sathishprabu,@poomalairaj - for all dad is doing like this to his son/daughter love
1695408228,worry,bswain,"@IanJenkin don't worry they are use to it, we always give them grief, they usually take it well!!!  nearly always!"
1695408243,sadness,xeydna,@yaseminx3  know. hahah xD what cha doin?
1695408265,empty,LittleLiverbird,@Metal_Rocks Just spurted Fanta out of my mouth laughing at that!
1695408290,happiness,karendegs,@abbyhangsi thanks gail  imma try this one day! looks yummy! geezzz. after my siargao trip nlng pla. heheh.
1695408326,fun,RealWorldCara,@michaelmagical haha i think thats a great idea
1695408426,worry,etherjammer,"@Arcania, in about two hours I'm setting out on a 600-mile drive home. Mostly I'm hoping it goes quickly."
1695408445,relief,Angelface1212,Is actually feeling awake today
1695408455,love,joewheeler,"@Jayne4JBD haha we just say two weeks, but please do continue with the BrE it's great"
1695408519,worry,shannonrightnow,I got the ticket dismissed
1695408535,neutral,conjunkie,"@stolendreams Thats not helpful. At least know you've got a place secured already if things don't pan out, but my fingers are crossed you"
1695408552,sadness,Luiz2288,Pizza for breakfast....  shower... classes
1695408616,happiness,Sam_10,"@Elise_Smith they are very yummy, i'm eating one too!  BAGELS!"
1695408739,happiness,nurjb,"JONAS is awesome! I just watched Groovy Movies  Frankie,, was weird lol"
1695408757,love,nkotb_Lwood,@dannywood ...hey danny .. did u run already ???    hope you have a good day ;)   i love you !!!!
1695408863,worry,Johnzi,Happy Star Wars Day! May the 4th be with you!  http://tr.im/kq95
1695408879,hate,Blutsschwester,My Boss is in Las Vegas on the 14th A.P.P. Conference.......pfff
1695408949,happiness,wadddupsoph,&quot;I love knowledge. I love thinkin. Fressshman. Fressshman.&quot; pellericious math song
1695408961,neutral,saltymomma,"@gretchenemily I'm in an 8 now too, but b4 I had kids I was a 6.5! Darn babies making my feet grow"
1695408999,neutral,gadgetgolfer,@kokogirl He needs to go back to his Scotty. That is what he was using when he won last year
1695409078,worry,NanjoDogz,@SplitRockRanch Hey Split Rock -- I'd know that llama anywhere
1695409101,surprise,failingwords,@dougiemcfly want me to walk with you?  x
1695409119,happiness,YellowRoseofTX,@dannywood glad u could check in with us today. keep in touch.
1695409181,neutral,MissDadeCounty,http://twitpic.com/4jhp8 - Waitin on them 2 tell me what's the plan
1695409282,neutral,Ammidon,@robluketic You almost have as many viewers as the Live Eagle Cam on Ustream  http://tinyurl.com/d4hgoj
1695409337,happiness,DaveLair,@PHILIPGRANGER Thanks for the follow! (raises hand) I am
1695409379,love,djsatori,"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals."
1695409382,neutral,nsane8,@scottrmcgrew do you have another account here??
1695409383,neutral,MiCHSTERR,i aint lyk any othaa gurrrrrl i dont lyk the jonas brothers-kristi.
1695409429,happiness,kelsey_sterrett,is going to work an amazing charity event for big brothers big sisters. i don't mind working if its for a good cause
1695409668,neutral,sherwinraavi,China's copycars: familiar-looking vehicles at Shanghai Auto 2009 http://tinyurl.com/ccvo3h that was funny
1695409687,love,saraaaah,did you kno that @itsmesammond is amazing  and i've known him since he got twitter and his most tweeted words are 'know' 'haha' 'xx'..
1695409753,happiness,carolmwagner,"@macpowell I'M AWAKE, AND HAPPY!"
1695409814,neutral,OHMYDAYSitsHayz,@ddlovato check out my twitpic telling people to buy your album!  http://www.twitpic.com/4jhn7
1695409866,love,miguelcristovao,From My Heart To Yours   ? http://blip.fm/~5jo4w
1695409878,worry,sweet_yoshi,I saw nomes on twitter  but I'm still not waking up
1695409916,fun,mikygrl,my sugar-free redbull is on sale at Winn Dixie woo hoo!  I am going to need them this week
1695409944,neutral,Sazchik,@piginthepoke sounds like a plan
1695409952,neutral,PACEadmissions,thanks to @RITadmissions for becoming a follower
1695410021,happiness,AmyJade,Such a beautiful morning
1695410026,happiness,ShilohFernandez,Good morning
1695410039,love,BJSwinford,Today Tina and I have officially been together for 5 years.  Longest consecutive time I've ever spent with one woman.   I love you babe!
1695410166,neutral,southernmojo,"@BedandBreakfsts Thanks, Kelly! You are too sweet!"
1695410274,surprise,cakelulu,@janine_j9  look at you!!! Chatting with the stars!!! WTG
1695410302,worry,TheyCallMeMissy,"@dannywood I guessed right, like 25 minutes ago...do you even see your replies....lol"
1695410435,happiness,joolie74,Saw Xmen Origins on Sat! By far the BEST Xmen movie! AMAZING!!!
1695410488,happiness,bye1962zeeb,good morning. have to get ready to go to the hospital and get a cat scan. best wishes to you.
1695410492,relief,peaceloveree,"@djEDGE34 WOw, that's a lot of work.  I hope today is a day off for you.    I'm working as usual.  But, getting some playtime in too."
1695410619,relief,TraceyHewins,@jacqueline47 as long as you're not going to melt LOL. Hubby has an umbrella set up to keep him dry when he grills
1695410624,happiness,sexytita,"cALL mE wiErD, bUt I jUs LuV rAiNy DaYs! MaKeS mE feeL sO waRm &amp; cOzY iNsIdE  LoL"
1695410627,neutral,Mihaxy,@smosh  does the Creepy Lolipop guy play head esploder 5  ??
1695410678,worry,_elz_,@tommcfly since '05
1695410735,empty,JoannasFoto,morning... on Monday. Is it really?
1695410738,worry,honeymatthews,"@MtBonez OR, just make someone walk on ur back?? I'm a professional back walker-on'er  I could use that too, on the lower regions!"
1695410743,neutral,REALCOVERGIRL,Mondays best excited about the week!!
1695410813,neutral,_Azzah,@zaccolley of course it is   http://is.gd/kqSK
1695410880,happiness,dopeydoo,@mwahihi Yes. Nag twitter. HAHA  Thanks. LM.
1695410887,worry,BBRRIITTTTYY,"@dougiemcfly If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you"
1695410947,neutral,sandrasampayo,"@jboriginal yip, that would be a sign that you've been on the dodgy sites Jo... eish boet, it ain't cool"
1695410953,surprise,Livvyisme,@portman65 did you have an amazing time?
1695411055,happiness,MIMI_loves_YOU,Got 5 new followers yesterday! Yay  Just need 11 more til 50
1695411080,happiness,azurebreeze,Today is check in day for week 12 of the Artist's Way! Hurray time to celebrate another good completed journey.
1695411090,relief,mystatus_update,"This completes today the 4th of Mayï¿½s entry. For the new day, invite a friend to come along to reflectively in-joy the read ï¿½  ï¿½"
1695411126,neutral,kristianramirez,@unfolder There's no pause button in the game of life.
1695411166,love,China_Erotic,"#Beijing Good massage for you &amp; Sexy girl &amp; 100% real photo  13341015518 - w4 (Beijing): Hi, .. http://tinyurl.com/c48m6r"
1695411208,love,texeyes,"@mamalou52 I love Puerto Rico also,been all over island, working Austin - Pr weekly. Love it!"
1695411285,happiness,shutterbug1975,Today is Will's first baseball game!  GO BATS!
1695411317,neutral,violetbakes,@BroadwayManor  they are a long way from the sea  unless they came from Gloucester docks.
1695411321,happiness,sharonsnest,@DanielleBean peace &amp; quiet.  Enjoy it while it lasts!
1695411416,neutral,ivictorhugo,"at Office ready to work and waiting for Windows 7 Candidate Release - 5 May, 2009"
1695411437,hate,ReesForCongress,"@626aicitroM Yeah, yeah. Less #degenerate than current occupants of U.S. House of Reprehensibles. You can bet on that. Like MineThatBird."
1695411449,love,reversingtiger,@supermouse104 hey arthur! i forgot to say thanks for the flag... it is proudly displayed on my bedroom door! you are a witty one
1695411474,worry,MattAlmodiel,isnt going to school because theres no point.
1695411556,neutral,bobocoyle,@demr_awd I'm gonna have to disagree my friend.  The coolest one on the planet is sitting right next to me.
1695411559,surprise,caelumrecords,Revamping my recording studio today and adding some nice high end outboard gear...very exited!
1695411607,love,ElsieMayHawkins,hurray twin girls born on this beautiful May day
1695411617,neutral,anadelfilpo,@Kaylaphlegar people dont get into fender benders on the way to school that just doesnt happen hahahahah
1695411631,neutral,daniellecotton,@sueyoungmedia Thanks so much!
1695411690,happiness,Trilix,Good day all. Let's see what we can get accomplished today together.
1695411702,fun,Miss_MariaS,"@xeydna sounds good, the one I was too was also fun"
1695411751,enthusiasm,carriemrobison,@battle4acure Hey!    Good AM to you too!
1695411783,love,melovemakeup,"@babycakesjk I know, It's so crazy! I love using it too  Have you seen my YT recently? I am a partner now  xx"
1695440591,surprise,xSquishyMacx,Kyle is Cody's wee bro!
1695440646,neutral,Bofu2U,"@ImagesAndWords or so a month. I put my 2 week's notice in a little over a week ago, my last day is this friday!"
1695440679,love,ashyadav,@shahpriya nice luke quote  goodluck on the test u have been dreading.
1695440736,love,laurakoumides,i love you twitskies
1695440968,happiness,_rahim,Finally upgraded to Spotify premium - exceeded my threshold of awesomeness some time ago. Now where's the iPhone app &amp; remote @spotify?
1695440981,love,kennimura,"quitting my beloved job... having a long luvly  vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?"
1695441005,worry,SandraShowtime,@maxime68 i know! that's why i recommend it
1695441046,happiness,AugustJewel,Good Monday to all. It's still wet outside but inside I'm sunny  I'm feeling a surge of warmth and energy. This will be a good day!
1695441058,enthusiasm,Gustamize,@oninobaka you know it's a place with &quot;Action&quot;
1695441099,sadness,its_me_betty,I'm feeling pretty energized &amp; ready to face the day w/only about 3 hours of sleep. Hope it lasts all day.
1695441104,neutral,jdub2131,@amyzsenai Thank you!
1695441124,worry,stinginthetail,"@JoelyRighteous no, silly, to shoot other shoppers with  though a taser is probably the more humane penalty for 12 items in 5 item line"
1695441130,love,woodywomble,@iamlittleboots happy birthday
1695441161,neutral,allysont,@elizabethlai Just study according to the notes that you had to copy and you'll be fine.
1695441163,surprise,RaquelRodriguez,Morning Tweethearts! Now home after traveling 302 mi.thru 2 states &amp; 2 faires in 3 days. So inspired! Ready to write as I enjoy coffee.
1695441260,neutral,crazymalaysian,@laurenlim er yea am i doubly awesome now?
1695441266,happiness,Valerina12,@vbnavarro Love that song! Happy Monday
1695441277,enthusiasm,NadMircella,"@sabbymcguire aiyo! so poor thing eh you! nevrmine la, the night is still young"
1695441348,neutral,minispalla,@emocontrol so how have you been doing ?
1695441411,happiness,DaveLair,@thomassmith Yo Thomas! thanks for the follow  Social Media Director at Disney? That's awesome! I'd like to learn more! Lets do lunch
1695441507,relief,karabartle,school for a bit. glad jake got the day off
1695441626,neutral,smashingdarling,@thesomeex  how great is that!  Nice to meet you!
1695441663,neutral,TaiSaintBoogie,@theKINGm1 Cuz you play a grown up on Twitter?
1695441711,neutral,tayweeyun,is full from a nice dinner
1695441778,neutral,TheChrisD,@AllanCavanagh I'd move into a mudhut if I could. But none of the other crap. I just like the mudhut
1695441781,neutral,amymundt,Drinking coffee....MMMMM.....coffee
1695441816,worry,MSGAnki,@dannywood i was sweating 2 but i didnt see u there
1695441836,neutral,musicprincesa,@saygoodbye2luv Thanks for the concern. And checking up on me! Much appreciated
1695441898,hate,sunniesosweet,@JuliusLionheart y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing
1695441969,happiness,lisahendershot,YAY!  A bright and shiny new week to play with
1695442000,love,HDCinema,@terras3 I def will. If anyone leaves the room for a second he has to follow. He's a really great dog otherwise so far.
1695442013,happiness,Rachael90210,@TheFifthSister So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me
1695442066,relief,SamusAranX,Finally Ubuntu 9.04 arrived as a disc
1695442169,happiness,oohnoo,@elderwand oh i see   so what are you having today?? hehe
1695442184,surprise,ldlovejb,OMJ! J.O.N.A.S. is the best tv show EVER!  ?
1695442208,love,lucasmutzelburg,"@kaay_ nothing new at all. lol. oh, i bitched alot today about one person in particular with rachel. Oh and I planned the ultimate event"
1695442261,neutral,CHGIFlorida,@karasw I concur with @annielogue! It's priority on today's to do list  http://twitter.com/karasw/status/1695368792
1695442359,relief,ocean_waves301,what a beautiful day not to got to my first class
1695442365,happiness,8RKS8,"@sweetemmaxxx yeeh. i also have a thing for drummers  basically, all guys have 2 do is play an instrument or sing and im all theirs :p"
1695442416,happiness,CherylMcMinorrr,were you born in a barn? would you like some hay? 8-)(8) youtube the mother song
1695442429,empty,LVega3,@octoberalex Hmm. Did you mean to start &quot;following&quot; me? Oh and g'morning by the way!
1695442443,love,ThiagoAcquaviva,@Jerome117 yeah! i love this one and doesn't really matter
1695442457,neutral,WhitleyBayFC,"Full Time in tonight's game, Ashington 0 - 5 Whitley Bay"
1695442472,love,akinzel,@1600milesaway but you look soooo cute sunburned baby!!!
1695442486,happiness,bradconner,@MikeyConner Hey I bought that Porter Cable 4-piece set.  My new drill has an LED light near the trigger.  Oh I'm so happy.
1695442495,neutral,kettlebellkittn,"later I went up to monroe and worked out with friends - TRX, ropes and KBs!!   30sec on/30 off..rope swings &amp; c&amp;ps, windmills, wve aquats"
1695442531,worry,trevornewell,Off the road this week
1695442667,worry,FoTizzle,Goodnight all
1695442744,relief,CameronSmith93,Was watching @timminchin downstairs  Now getting ready for bed. Piano in the morning.
1695442749,love,Shauna_Graham,cant wait for prom and after prom party on friday
1695442773,neutral,minispalla,@bigbrovar what have you been up to ?
1695442779,happiness,Chelsea_Bevans,Listening to olivia play!!  lol!
1695442857,neutral,sharylsy18,roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC
1695442874,happiness,cmjohns,"Starting my internship today, pretty excited!"
1695442915,worry,ReesesSweetie,@jersey39 Thank you   I've had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.
1695443001,happiness,ZeigHeilTwitler,Brooklyn!!! We went hard!!! Now back up top!! But 1st Hajji's...yea again  http://tinyurl.com/codla7 http://ti.. http://tinyurl.com/cr8hjs
1695443050,neutral,punslingerr,@maroonedmarla Try this link.  You'll have to watch an ad first though. http://tinyurl.com/4ttngg
1695443081,relief,nturnage,@alitherunner good. that was the intent.  hopefully others get the same vibe
1695443132,neutral,NAE_DC,"525,600 recycled tiles...but will they be able to pay this year's rent?   Broadway gets a &quot;green&quot; theater.   http://bitly.com/3LoHVl"
1695443139,neutral,dfizzy,@utterlyterrific hey  what's up?
1695443140,happiness,david_tabary,May the 4th be with you
1695443180,happiness,nikkijonas,jb are so cute!  lmfao -giggles-
1695443220,happiness,hiemma,Happy #starwarsday
1695443225,sadness,RickGriffin,"@petercoffin Maybe if we pass a lay making the #swineflu illegal, law abiding citizens won't get it"
1695443233,worry,unsettled_mind,"While I remember, Nerd Hurdles rocks  Especially the tale of the currency of ironpoodonia"
1695443414,happiness,ILoveSinging28,cooked my own Lunch todayy  Givin' my mum a relaxin' dayy.
1695443457,fun,Matt_larson,When I check google analytics I can always get to google.com/anal before Safari's auto-fill kicks in. Makes me laugh
1695443473,empty,noexageres,listening to music  was kostet der fisch ?! xD my mathsteacher has choose the wrong job... that's wrong grammar but a real fact !!
1695443481,neutral,SanjanaSharma,Off to class. Be back in about 2 hours!
1695443532,happiness,SONI4,"@DHughesy you should so host the next logies, i only laughed at your bit really"
1695443539,happiness,jamiesjewels,getting ready for summy yummy cocoa crispies
1695443600,love,SomersetBob,"Before I get too distracted, I'd like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love"
1695443608,love,Pixie_Lips,@LittleMary01 I miss you too! Not sure when I'll next be on msn - mum's computer is tempermental...there's always fb email?
1695443705,neutral,pbjcreations,@jenndillingham  still need to see that movie ! I am all about vampires
1695443815,happiness,bodymindcoach,@DianneMR I like that!
1695443831,neutral,massoudk,@hachuree ?????
1695443837,worry,banolka,"@pimpyouriphone  Me to, oh well maybe one day"
1695443839,enthusiasm,tn_femme,@Bball4life Florida should be nice.
1695443956,neutral,PatiLucy,is going to a wedding in the afternoon
1695443960,happiness,roxolanus,"@ukrainiac yea, I was just about to say something  It's great to hear! Ukrainian!"
1695443974,happiness,PageElizabeth,"1st place at competition, and superior."
1695444037,fun,natneagle,so most kids love my dark hair some say that I dye it too much and they never know what color its going to be  yea me hahahahaha
1695444148,neutral,glooie73,I'm at work trying hard not to succumb to the &quot;Poor me&quot; mentality due to severe allergies.  Boo.
1695444172,neutral,mikezielinski,@ohheyness happy birthday ness!!
1695444218,worry,Dos_Rios,@reddhed The pics should be up later today at www.dosriosrestaurant.com!
1695444259,happiness,TurboKip,@Snuffel16 gl and say hi for me!
1695444264,surprise,achrome,@MikeThomson71 meetings are overrated.
1695444338,neutral,paavani,@gulpanag Tataindicom is not as good as Tatasky  Airtel broadband is better.
1695444454,happiness,Dutchrudder,@Its_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!
1695444489,love,zacwoodward,@laurendaymakeup haha have good dreams  haha best friends forever! haha. be sweet to presh bailey   zd?b;P
1695444503,neutral,toriax3,okay really really bored. i watched a michael jackson concert from 1992. he's awesome  and his short films r coolio too (:
1695474823,neutral,katkimjac,@XarkGirl pooof .nirvana. Did that work?  http://myloc.me/tDl
1695474860,fun,MiSS_J3SSiCA,At work making more $$.. The only thing that keeps me going is knowing I can SHOP some more once I get paid  I'm becomin a SHOPAHOLIC hehe
1695474923,neutral,jjujuu,"http://twitpic.com/4ji3n - Muah  Yeah, that is my brother. No, he's not weird.."
1695474958,worry,jewlicious,@amitcb Chabibi. It's a long running joke. I don't give a flying fuck if anyone follows me at all!
1695474963,happiness,crazytwism,"Its raining cats and dogs here, in Mysore! Thankfully, no pigs/swines!"
1695474984,happiness,maatu89,I'm going to estonia!  woohoo!!
1695475018,love,xChristeena,@Deathwishedx3 and you. okaaaay
1695475025,fun,gymshorthero,@dages58 lol after this weekend yea ur right  text me cause im goin to 3rd and they dont have computers there  bye bye
1695475109,worry,sammythewizzy,@medscholar08 thanks.. but im not sure im comfortable with such a sudden surge.. will be difficult to keep in touch with every1..
1695475122,neutral,sandy_pants,"@aly_o uh, could you come visit austin before you make your gigantic moving decision? it's closer to st louis than portland."
1695475181,enthusiasm,Beth_Temple,tea numver 7  (i may start on the coffee in a minute but that has way too much caffene in :S)
1695475210,surprise,lifeadventurer8,My last blog http://blog.spiritualsmarts.com/2009/1560/ is being published on Web Digest Weekly next issue!!
1695475211,happiness,Debalina,@azmomofmanyhats @rocknrod @gailelaine @sarahstanley  Good morning to you !  Its so pretty outside today
1695475219,happiness,ahuvasegal,@HilzFuld haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot
1695475324,surprise,SabrinaLuna,"@pegkd Good plan, Peg --plus I like the sound of &quot;Money Monday&quot;"
1695475386,happiness,WerewolfWhite,#Happy Stars Wars day....Me's a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise
1695475403,happiness,jennygirl7,@mynameismo Good Morning - here's hoping it's a good one for ya!
1695475445,surprise,1samadams,"@dirkstanley also: is there a strategic IT plan that maps to the bus strategic needs, that deliver value over time? No more waterfall"
1695475446,happiness,wickedlibrarian,@TiernanDouieb Oh gosh I hope so. How fun!
1695475523,love,inikco,@bevjones1983 I'd Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!
1695475528,surprise,CaroleCross,@scottfaithfull You're not singing in the rain?
1695475562,neutral,nirty,@sli hope u did alright on the final
1695475595,happiness,DoMicAngPes,Hey @robluketic wow cheers for the insight ppl  looks FUN oh im just stunned..it's AWEOMSE!!!   (robluketic live &gt; http://ustre.am/2w5v)
1695475611,worry,saltymomma,"@Maritzasylvia Hmm.. didn't get the DM, are you sure it didn't go to someone else?"
1695475637,sadness,FPGaming,"Going to bed, in pain fell on my shoulder today. Good night"
1695475657,empty,furiosity,"@vickitequila oh I meant how to put stuff into formatting and in what order. It was early in the morning, okay!"
1695475667,fun,wjdennen,@tonyalangford It was pretty cool. The kids *and* the adults had fun.
1695475688,neutral,mimbles,@WParenthetical   G'night!
